39.0,4.0,86.0,64.0,16.4,1875.0
35.1,4.0,81.0,60.0,16.1,1760.0
32.3,4.0,97.0,67.0,17.8,2065.0
37.0,4.0,85.0,65.0,19.4,1975.0
37.7,4.0,89.0,62.0,17.3,2050.0
34.1,4.0,91.0,68.0,16.0,1985.0
34.7,4.0,105.0,63.0,14.9,2215.0
34.4,4.0,98.0,65.0,16.2,2045.0
29.9,4.0,98.0,65.0,20.7,2380.0
33.0,4.0,105.0,74.0,14.2,2190.0
34.5,4.0,100.0,15.8
33.7,4.0,107.0,75.0,14.4,2210.0
32.4,4.0,108.0,75.0,16.8,2350.0
32.9,4.0,119.0,100.0,14.8,2615.0
31.6,4.0,120.0,74.0,18.3,2635.0
28.1,4.0,141.0,80.0,20.4,3230.0
30.7,6.0,145.0,76.0,19.6,3160.0
25.4,6.0,168.0,116.0,12.6,2900.0
24.2,6.0,146.0,120.0,13.8,2930.0
22.4,6.0,231.0,110.0,15.8,3415.0
26.6,8.0,350.0,105.0,19.0,3725.0
20.2,6.0,200.0,88.0,17.1,3060.0
17.6,6.0,225.0,85.0,16.6,3465.0
28.0,4.0,112.0,88.0,19.6,2605.0
27.0,4.0,112.0,88.0,18.6,2640.0
34.0,4.0,112.0,88.0,18.0,2395.0
31.0,4.0,112.0,85.0,16.2,2575.0
29.0,4.0,135.0,84.0,16.0,2525.0
27.0,4.0,151.0,90.0,18.0,2735.0
24.0,4.0,140.0,92.0,16.4,2865.0
23.0,4.0,151.0,20.5
36.0,4.0,105.0,74.0,15.3,1980.0
37.0,4.0,91.0,68.0,18.2,2025.0
31.0,4.0,91.0,68.0,17.6,1970.0
38.0,4.0,105.0,63.0,14.7,2125.0
36.0,4.0,98.0,70.0,17.3,2125.0
36.0,4.0,120.0,88.0,14.5,2160.0
36.0,4.0,107.0,75.0,14.5,2205.0
34.0,4.0,108.0,70.0,16.9,224.0
38.0,4.0,91.0,67.0,15.0,1965.0
32.0,4.0,91.0,67.0,15.7,1965.0
38.0,4.0,91.0,67.0,16.2,1995.0
25.0,6.0,181.0,110.0,16.4,2945.0
38.0,6.0,262.0,85.0,17.0,3015.0
26.0,4.0,156.0,92.0,14.5,2585.0
22.0,6.0,232.0,112.0,14.7,283.0
32.0,4.0,144.0,96.0,13.9,2665.0
36.0,4.0,135.0,84.0,13.0,2370.0
27.0,4.0,151.0,90.0,17.3,2950.0
27.0,4.0,140.0,86.0,15.6,2790.0
44.0,4.0,97.0,52.0,24.6,2130.0
32.0,4.0,135.0,84.0,11.6,2295.0
28.0,4.0,120.0,79.0,18.6,2625.0
31.0,4.0,119.0,82.0,19.4,2720.0
